	DRR171464	DRR171468	DRR171470	DRR171473	DRR171475	DRR171476	DRR171478	DRR171480	DRR171481	DRR171482	DRR171486	DRR171495	DRR171496	DRR171498	DRR171505	DRR171577	DRR171583	DRR171590	DRR171611	DRR171612	DRR171614	DRR171615	DRR171632	DRR171633	DRR171635	DRR171638	DRR171649	DRR171729	DRR171736	DRR171751	DRR171752	DRR171754	DRR171756	DRR171775	DRR171787	DRR171788	DRR171803	DRR171804	DRR171808	DRR171809	DRR171811	DRR171823	DRR171826	DRR171828	DRR171830	DRR171835	DRR171836	DRR171837	DRR171854	DRR171857	DRR171868	DRR171883	DRR171888	DRR171889	DRR171894	DRR171895	DRR171903	DRR171908	DRR171913	DRR171914	DRR171926	DRR171927	DRR171929	DRR171932	DRR171937	DRR171940	DRR171956
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_baroniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_bivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_buccae	0	0	0	0	0.00312	0.04868	0.45449	0	0	0.02663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31107	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_buccalis	0	0	0.01577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_colorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_copri	53.57893	14.75737	0	0	0.00281	9.33252	0	0	0	16.97808	0.04085	36.97294	0	0	0	0	0	0	48.58319	0	12.46417	0	0	0	0	15.77664	2.94862	0	0	0.00133	0	75.19423	0	0	0	67.59819	0	0	17.6551	0	0	44.60108	0	0	0	0	55.42464	0	0.0012	72.12557	32.04265	44.82832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_corporis	0	0	0	0	0	0	0.00393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00785
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_dentalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_denticola	0	0	0	0	0	0.02033	0	0	0	0.03085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_disiens	0	0	0.00693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_histicola	0	0	0	0	0	0	0.0146	0	0.02863	0	0	0	0	0	0	0	0	0	0	0	0.00832	0	0.00463	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0.00611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01321	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_intermedia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_jejuni	0	0	0	0	0	0.01703	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.00901	0.00212	0	0.05394	0.00242	0.01867	0	0	0	0	0	0	0	0	0	0	0	0.10076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_multiformis	0	0	0	0	0	0	0	0	0	0.0097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_oralis	0	0	0	0	0	0	0.00022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_oris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_oulorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_pallens	0	0	0	0	0	0	0	0	0.01448	0	0.0247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_salivae	0	0	0	0	0	0	0	0	0.00925	0	0.00623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_885	4.18426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_AM42_24	0	0	0	0	14.84618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.36457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.91396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_1092	0	0	0	0	0	0	0	0	0	2.25206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02516	0	0	0	0	1.45767	0	0	0	0	0	11.56833	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_1185	0	0	0	0	0	0	0	0	0	0	0	0.00222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_279	0	0.11012	0	0	0	0	0	0	0	0.56526	0	0.57637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30589	0	0	0	0	0	0	0	0.06292	0	0.86552	0	0.78854	1.72205	0	0	1.83473	0	0	1.2135	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_520	0	0	0	0	0	0	0	0	0	14.65117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.81015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96024	0	0	0	0	0	0	0	0	0	0	13.94776	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_5226	0	0	0	0	9.62963	0	0	0	0	0	0	0	0	0	0	0	0	0	6.37236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.38062	0	0	0	0	0	0	0	5.19173	0	0	0	0	3.08211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06926
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_oral_taxon_306	0	0	0	0	0	0.00134	0.00219	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_oral_taxon_376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_stercorea	0	0	0	0	0	21.4084	0	0	0	0.24781	0	0	0	34.82213	0	0	0	0	15.10191	0	0	0	0	0	0	0.17787	0	0	0	0	0	0	0	0	0	0	0	0	25.52623	0	0	0	0	0	0	0	0.20834	0	0	0	2.74203	0	0	0	0	0	0	0.44132	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_veroralis	0	0	0	0	0	0.00079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_finegoldii	0.01961	0.0598	0	0.0313	0.64747	0.01964	0	0.12947	0	0.03299	0	0	0.00867	6.00E-04	0.55282	0	0.08103	0.22571	0	0	0.03527	0.08942	0.05463	0.00704	0	0	1.01151	0.21609	0.01187	0.8321	0.09012	0	1.42151	0	0	0.05519	0.008	0.0222	0.09579	0	0	0.06726	0	0	0	0.11052	0	0	0.00051	0.00164	0.03433	0.02006	0.00645	0.14047	0.03537	0	0	0.01561	0.54443	0	0.17552	0	2.00E-04	0	0	0	2.98494
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_indistinctus	0	2.00E-04	0	0	0	0.00951	0	0	0	0	0	0	0	0	0.00219	0	0	0.05765	0	0	0	0	0	0	0	0.04677	0	0.01279	0	0	0	0	0.19175	0	0.04279	0.37187	0.01351	0	0	0.05686	0.01011	0	0	0	0	0	0	0	0	0	0.00226	0	0	0.11086	0	0	0	0.14755	0.11471	0	0.02131	0	0.0731	0	0	0	0.36895
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_inops	0	0	0	0	0	0.00457	0	0	0	0	0	0	0	0	0	0	0.46731	0	0	0	0	0	0	0	0	0	4.52965	0	0.00057	0	0	0	0.2296	0	0	0.29243	0	0	0	0	0	0.03709	0.00061	1.57548	0	0.02725	0	0	0	0	0.03258	0	0	0	0	0	0	0	4.31426	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0.02887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19323	0	0	0	0	0	0	0	0	0	0.50439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05664	0.00442	0.18131	0	0	0	0.00342	0	0	0	0	0	0	0	0	0.56918
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_putredinis	0.01613	0.52594	3.06123	0	3.04943	0.78387	0	1.65921	0	0.00384	0.00577	3.10375	1.46528	2.08884	6.216	0.48531	4.01366	3.68519	0.01872	0	2.91424	5.19209	2.37529	0	0.04712	0.78557	0	0	0.81908	0	4.03592	0	12.23976	0	0.03583	2.21571	1.73094	0.063	0	5.9242	2.93403	2.09295	3.43066	0	0	3.65768	0	0	0.42448	0.1515	1.00341	0.77404	0	2.42766	3.33515	0	6.0051	0.76938	0	0.0708	9.24673	0	2.30903	6.45901	0	0	0.82132
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_shahii	0.02643	0.018	0.38163	0.00515	0.03525	0.25398	0	0	0	0	0	0.11207	0	0.26846	1.65475	0.03071	0	1.39637	0.05588	0.02965	0.04571	0.17745	0.59899	0	0	0.02202	0	0.17015	0.04109	0	0.02839	0	0.06657	0.18503	0.3281	0.07269	0.00365	0	0.00754	0.36909	0.19314	0.07765	0.2316	0	0	0.41448	0	0	0.01325	0.02123	0.02743	0.09513	0.06795	0.11824	0.04842	0	0.17671	0	0.06902	0	0.26898	0.12911	0.25647	0	0	0	0.13414
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_sp_An31A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_sp_An66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenella.s__Rikenella_microfusus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.52344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_distasonis	0.57047	2.1213	7.82412	5.96835	0.76221	0.41058	0.02852	3.75679	0	0.25436	8.12166	0.27962	4.20337	2.33804	1.60914	1.81683	1.17726	0.45703	3.29233	9.50904	0.66824	2.91638	4.20248	2.03193	39.09771	0.82538	2.47522	4.70391	0.51499	1.30514	3.58026	0.05246	2.13253	5.69805	4.18016	3.59342	3.95299	0.12685	0.25864	24.87832	2.29985	1.32625	2.77113	0.91174	4.94392	1.53994	0.24036	2.70875	6.08899	0.23158	0.68139	0.07317	11.58561	6.96442	3.8745	3.08885	0	1.66441	4.96263	0	2.91924	0	2.35822	0	3.32604	18.37816	2.94064
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_goldsteinii	0.01966	0.10295	0.02576	0	0.13365	0.00854	0	0	0	0	0	0.29773	0	0.03478	0	0	0	0.05355	0.00975	0.0844	0	0.01748	0	0	0	0	0	0	0.01472	0	0.22239	0	0.05903	0.00068	0.00824	0	0	0	0.01985	0.52286	0	0	0	0	0	0.27588	0	0	0	0	0.06575	0	0	0	0	0	0.10832	0.06106	2.12942	0	0	0.20693	0.20635	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_gordonii	0	0	0	0	0	0	0	0	0	0	0	0.03644	0.00889	0	0	0	0.00055	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173	0	0	0	0	0.04309	0	0	0	0	0	0	0	0	0	0	0	0.05084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_johnsonii	0.01205	0.00353	0	0	0.08283	0	0	0	0	0	0	0.21654	0.66968	0.051	0.27208	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15384	0	1.11889	0	0	0	2.408	0	0	0	0	0	0.05479	0.03888	0	0	0	0.50949	0	0	1.88148	0	0	0	5.58624	0	0	0	0	0	0	0	0	0	0	1.89071	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_merdae	0.42307	0.07295	2.31827	2.13333	1.90347	0.90414	0.02148	0	0	0.11063	0.18296	0.08777	0	2.28008	1.17264	1.3141	0.88447	0	1.80564	0	0.84391	1.31093	1.72622	2.39202	0	0.59295	3.12178	1.42173	0	1.48703	0	0.26932	0.267	2.32062	0.53607	1.70722	0	0.7424	0.27114	6.58466	0.73641	1.17414	1.33223	0.8396	0	0.57716	0.07269	0	0	0.51892	0.58804	0	0	0	1.57755	3.17219	1.38078	2.80946	2.98192	0	1.34305	5.71661	1.88549	0.22556	1.07621	0	0.25709
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_sp_CAG_409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52905	0	0	0	0	0.01361	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Tannerella.s__Tannerella_forsythia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Candidatus_Melainabacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
